Meno	S1	S2	S3	S3_2011	S3_2012	S3_2013	S3a	S4	S4a	S4b	S4c	S4d	S5	S5a	S5b	S5c	S5d	S6	S7	S8	S8a	S8b	S9	S10	S11	S12	S13	S14	S15	S16a	S16b	S16c	S16d	S16e	S16f
JUDr. Katarína Bartalská	0	0	rok 2013	N/A	N/A	Okresný súd Bratislava I	2013 - Okresný súd Bratislava I	bola prideľovaná najmä Obchodná agenda.	0	23	0	0	rozhodoval najmä v Obchodnej agende.	0	4	0	0	140	1,642857143	Evidujeme menej ako 10 rozhodnutí o odvolaniach voči rozhodnutiam sudcu.	0	0	N/A	N/A	Pre hodnotenie efektivity disponujeme málo reprezentatívnymi dátami, a preto sudcu nehodnotíme.	N/A	N/A	N/A	Pre bodové hodnotenie sudcu nedisponujeme dostatočne reprezentatývnymi údajmi.	N/A	N/A	N/A	N/A	N/A	N/A
JUDr. Katarína Červenková	0	0	rok 2013	N/A	N/A	Okresný súd Lučenec	2013 - Okresný súd Lučenec	bola prideľovaná najmä Občianskoprávna agenda.	23	2	0	0	rozhodoval najmä v Občianskoprávnej agende.	20	0	0	0	40	41,25	Evidujeme menej ako 10 rozhodnutí o odvolaniach voči rozhodnutiam sudcu.	0	0	N/A	N/A	Pre hodnotenie efektivity disponujeme málo reprezentatívnymi dátami, a preto sudcu nehodnotíme.	N/A	N/A	N/A	Pre bodové hodnotenie sudcu nedisponujeme dostatočne reprezentatývnymi údajmi.	N/A	N/A	N/A	N/A	Okresný súd Lučenec - Sudkyňa vykonáva funkciu sudcu od 22.10.2013.	N/A
JUDr. Katarína Fakanová	0	0	roky 2011 - 2013	Okresný súd Bratislava II 	Okresný súd Bratislava II 	Okresný súd Bratislava II 	2011 - Okresný súd Bratislava II ; 2012 - Okresný súd Bratislava II ; 2013 - Okresný súd Bratislava II 	bola prideľovaná najmä Občianskoprávna agenda.	718	0	0	0	rozhodoval najmä v Občianskoprávnej agende.	665	0	0	0	621	11,96457327	Rozhodnutie sudcu bolo v prípade odvolaní potvrené v 61,4 % prípadoch, pričom priemer v SR v rovnakej agende je 63 %.	57	35	Odvolanie voči rozhodnutiam sudcu bolo podávané približne v 8,6 % prípadoch, pričom priemer v SR je 8,8 %.	Z celkového počtu rozhodnutí bolo zmenených alebo zrušených 3,3 %, pričom priemer v SR je 3,3 %.	Podiel medzi nevybavenými vecami na konci roka 2013 a rozhodnutými vecami bol 0,39. Čím je číslo nižšie, tým je sudca schopnejší vybavovať prichádzajúce prípady. Priemer v SR bol 0,9.	Sudca mal na konci roka 2013 141 nevybavených vecí, pričom priemer v SR je 238.	Sudca mal na konci roka 2013 87 reštančných vecí, pričom priemer v SR je 126. To tvorí 39,9 % z nevybavených vecí. Priemer v SR v tomto ukazovateli je 43,4.	Sudca dokázal v roku 2013 vybaviť, k počtu pridelených vecí, 100,8 % prípadov. Priemer v SR bol 99,6 %.	Celkovo získal sudca podľa našej metodológie 23,75 bodov zo 45 možných. Medzi 739 hodnotenými sudcami okresných súdov sa umiestnil na 219. mieste. Za kvalitu rozhodovania získal 7,5 bodov z 15 a za efektivitu 16,25 z možných 25.	Okresný súd Bratislava II  - sudca do 30.09.2011 vykonával funkciu podpredsedu súdu. Od 01.06.2011 do 15.12.2011 bol poverený výkonom funkcie predsedusúdu. Na základe uvedených skutočností mal sudca znížený nápad.	N/A	Okresný súd Bratislava II  - Sudca nemal znížený nápad.	N/A	Okresný súd Bratislava II  - Poverená výkonom predsedu súdu od 1.4.2013 do 31.5.2013.	N/A
JUDr. Katarína Gašparová	0	0	roky 2011 - 2013	Okresný súd Bratislava II 	Okresný súd Bratislava II 	Okresný súd Bratislava II 	2011 - Okresný súd Bratislava II ; 2012 - Okresný súd Bratislava II ; 2013 - Okresný súd Bratislava II 	bola prideľovaná najmä agenda Starostlivosti o maloletých.	0	0	1045	0	rozhodoval najmä vo veciach Starostlivosti o maloletých.	0	0	1151	0	653	16,12557427	Rozhodnutie sudcu bolo v prípade odvolaní potvrené v 75,6 % prípadoch, pričom priemer v SR v rovnakej agende je 65,5 %.	131	99	Odvolanie voči rozhodnutiam sudcu bolo podávané približne v 11,4 % prípadoch, pričom priemer v SR je 7,2 %.	Z celkového počtu rozhodnutí bolo zmenených alebo zrušených 2,8 %, pričom priemer v SR je 2,5 %.	Podiel medzi nevybavenými vecami na konci roka 2013 a rozhodnutými vecami bol 0,25. Čím je číslo nižšie, tým je sudca schopnejší vybavovať prichádzajúce prípady. Priemer v SR bol 0,9.	Sudca mal na konci roka 2013 66 nevybavených vecí, pričom priemer v SR je 238.	Sudca mal na konci roka 2013 37 reštančných vecí, pričom priemer v SR je 126. To tvorí 27,8 % z nevybavených vecí. Priemer v SR v tomto ukazovateli je 43,4.	Sudca dokázal v roku 2013 vybaviť, k počtu pridelených vecí, 114,3 % prípadov. Priemer v SR bol 99,6 %.	Celkovo získal sudca podľa našej metodológie 27,75 bodov zo 45 možných. Medzi 739 hodnotenými sudcami okresných súdov sa umiestnil na 74. mieste. Za kvalitu rozhodovania získal 8,75 bodov z 15 a za efektivitu 19 z možných 25.	Okresný súd Bratislava II  - sudca nemá znížený nápad	N/A	Okresný súd Bratislava II  - Sudca nemal znížený nápad.	N/A	N/A	N/A
JUDr. Katarína Holečková	0	0	roky 2011 - 2013	Okresný súd Banská Bystrica	Okresný súd Banská Bystrica	Okresný súd Banská Bystrica	2011 - Okresný súd Banská Bystrica; 2012 - Okresný súd Banská Bystrica; 2013 - Okresný súd Banská Bystrica	bola prideľovaná najmä Obchodná agenda.	0	818	0	0	rozhodoval najmä v Obchodnej agende.	0	848	0	0	630	12,98412698	Rozhodnutie sudcu bolo v prípade odvolaní potvrené v 62,5 % prípadoch, pričom priemer v SR v rovnakej agende je 63,7 %.	88	55	Odvolanie voči rozhodnutiam sudcu bolo podávané približne v 10,4 % prípadoch, pričom priemer v SR je 9,7 %.	Z celkového počtu rozhodnutí bolo zmenených alebo zrušených 3,9 %, pričom priemer v SR je 3,4 %.	Podiel medzi nevybavenými vecami na konci roka 2013 a rozhodnutými vecami bol 0,84. Čím je číslo nižšie, tým je sudca schopnejší vybavovať prichádzajúce prípady. Priemer v SR bol 0,9.	Sudca mal na konci roka 2013 214 nevybavených vecí, pričom priemer v SR je 238.	Sudca mal na konci roka 2013 80 reštančných vecí, pričom priemer v SR je 126. To tvorí 34,2 % z nevybavených vecí. Priemer v SR v tomto ukazovateli je 43,4.	Sudca dokázal v roku 2013 vybaviť, k počtu pridelených vecí, 89,2 % prípadov. Priemer v SR bol 99,6 %.	Celkovo získal sudca podľa našej metodológie 21,25 bodov zo 45 možných. Medzi 739 hodnotenými sudcami okresných súdov sa umiestnil na 356. mieste. Za kvalitu rozhodovania získal 7 bodov z 15 a za efektivitu 14,25 z možných 25.	N/A	N/A	N/A	N/A	N/A	N/A
JUDr. Katarína Janečková	0	0	roky 2011 - 2013	Okresný súd Rožňava	Okresný súd Rožňava	Okresný súd Rožňava	2011 - Okresný súd Rožňava; 2012 - Okresný súd Rožňava; 2013 - Okresný súd Rožňava	bola prideľovaná najmä agenda Starostlivosti o maloletých.	607	16	647	0	rozhodoval najmä vo veciach Starostlivosti o maloletých.	373	25	609	0	638	20,23510972	Rozhodnutie sudcu bolo v prípade odvolaní potvrené v 50 % prípadoch, pričom priemer v SR v rovnakej agende je 65,5 %.	58	29	Odvolanie voči rozhodnutiam sudcu bolo podávané približne v 5,8 % prípadoch, pričom priemer v SR je 7,2 %.	Z celkového počtu rozhodnutí bolo zmenených alebo zrušených 2,9 %, pričom priemer v SR je 2,5 %.	Podiel medzi nevybavenými vecami na konci roka 2013 a rozhodnutými vecami bol 0,45. Čím je číslo nižšie, tým je sudca schopnejší vybavovať prichádzajúce prípady. Priemer v SR bol 0,9.	Sudca mal na konci roka 2013 184 nevybavených vecí, pričom priemer v SR je 238.	Sudca mal na konci roka 2013 272 reštančných vecí, pričom priemer v SR je 126. To tvorí 63,6 % z nevybavených vecí. Priemer v SR v tomto ukazovateli je 43,4.	Sudca dokázal v roku 2013 vybaviť, k počtu pridelených vecí, 96 % prípadov. Priemer v SR bol 99,6 %.	Celkovo získal sudca podľa našej metodológie 15 bodov zo 45 možných. Medzi 739 hodnotenými sudcami okresných súdov sa umiestnil na 631. mieste. Za kvalitu rozhodovania získal 4,75 bodov z 15 a za efektivitu 10,25 z možných 25.	Okresný súd Rožňava - výkon funckie podpredsedníčky súdu	N/A	Okresný súd Rožňava - výkon funckie podpredsedníčky súdu	N/A	N/A	N/A
JUDr. Katarína Krivulčíková	0	0	roky 2011 - 2013	Okresný súd Považská Bystrica	Okresný súd Považská Bystrica	Okresný súd Považská Bystrica	2011 - Okresný súd Považská Bystrica; 2012 - Okresný súd Považská Bystrica; 2013 - Okresný súd Považská Bystrica	bola prideľovaná najmä Občianskoprávna agenda.	684	0	355	0	rozhodoval najmä v Občianskoprávnej agende.	628	0	357	0	641	16,48985959	Rozhodnutie sudcu bolo v prípade odvolaní potvrené v 72,4 % prípadoch, pričom priemer v SR v rovnakej agende je 63 %.	87	63	Odvolanie voči rozhodnutiam sudcu bolo podávané približne v 8,8 % prípadoch, pričom priemer v SR je 8,8 %.	Z celkového počtu rozhodnutí bolo zmenených alebo zrušených 2,4 %, pričom priemer v SR je 3,3 %.	Podiel medzi nevybavenými vecami na konci roka 2013 a rozhodnutými vecami bol 0,67. Čím je číslo nižšie, tým je sudca schopnejší vybavovať prichádzajúce prípady. Priemer v SR bol 0,9.	Sudca mal na konci roka 2013 268 nevybavených vecí, pričom priemer v SR je 238.	Sudca mal na konci roka 2013 122 reštančných vecí, pričom priemer v SR je 126. To tvorí 43 % z nevybavených vecí. Priemer v SR v tomto ukazovateli je 43,4.	Sudca dokázal v roku 2013 vybaviť, k počtu pridelených vecí, 97,6 % prípadov. Priemer v SR bol 99,6 %.	Celkovo získal sudca podľa našej metodológie 22,75 bodov zo 45 možných. Medzi 739 hodnotenými sudcami okresných súdov sa umiestnil na 269. mieste. Za kvalitu rozhodovania získal 9,75 bodov z 15 a za efektivitu 13 z možných 25.	N/A	N/A	N/A	N/A	N/A	N/A
JUDr. Katarína Ondrejáková	1	0	roky 2011 - 2013	Okresný súd Malacky	Okresný súd Malacky	Okresný súd Malacky	2011 - Okresný súd Malacky; 2012 - Okresný súd Malacky; 2013 - Okresný súd Malacky	bola prideľovaná najmä Občianskoprávna agenda.	1059	0	0	3	rozhodoval najmä v Občianskoprávnej agende.	985	0	0	3	600	23,81666667	Rozhodnutie sudcu bolo v prípade odvolaní potvrené v 52,1 % prípadoch, pričom priemer v SR v rovnakej agende je 63 %.	94	49	Odvolanie voči rozhodnutiam sudcu bolo podávané približne v 9,5 % prípadoch, pričom priemer v SR je 8,8 %.	Z celkového počtu rozhodnutí bolo zmenených alebo zrušených 4,6 %, pričom priemer v SR je 3,3 %.	Podiel medzi nevybavenými vecami na konci roka 2013 a rozhodnutými vecami bol 1,9. Čím je číslo nižšie, tým je sudca schopnejší vybavovať prichádzajúce prípady. Priemer v SR bol 0,9.	Sudca mal na konci roka 2013 777 nevybavených vecí, pričom priemer v SR je 238.	Sudca mal na konci roka 2013 573 reštančných vecí, pričom priemer v SR je 126. To tvorí 58,3 % z nevybavených vecí. Priemer v SR v tomto ukazovateli je 43,4.	Sudca dokázal v roku 2013 vybaviť, k počtu pridelených vecí, 58,2 % prípadov. Priemer v SR bol 99,6 %.	Celkovo získal sudca podľa našej metodológie 6,75 bodov zo 45 možných. Medzi 739 hodnotenými sudcami okresných súdov sa umiestnil na 735. mieste. Za kvalitu rozhodovania získal 4,75 bodov z 15 a za efektivitu 2 z možných 25.	Okresný súd Malacky - 0	N/A	N/A	N/A	Okresný súd Malacky - Nápad nebol znížený.	N/A
JUDr. Katarína Podhorcová	0	0	roky 2011 - 2013	Okresný súd Liptovský Mikuláš	Okresný súd Liptovský Mikuláš	Okresný súd Liptovský Mikuláš	2011 - Okresný súd Liptovský Mikuláš; 2012 - Okresný súd Liptovský Mikuláš; 2013 - Okresný súd Liptovský Mikuláš	bola prideľovaná najmä Trestná agenda.	0	0	0	585	rozhodoval najmä v Trestnej agende.	0	0	0	584	541	10,88724584	Rozhodnutie sudcu bolo v prípade odvolaní potvrené v 50 % prípadoch, pričom priemer v SR v rovnakej agende je 52,2 %.	44	22	Odvolanie voči rozhodnutiam sudcu bolo podávané približne v 7,5 % prípadoch, pričom priemer v SR je 8,5 %.	Z celkového počtu rozhodnutí bolo zmenených alebo zrušených 3,8 %, pričom priemer v SR je 4,1 %.	Podiel medzi nevybavenými vecami na konci roka 2013 a rozhodnutými vecami bol 1,27. Čím je číslo nižšie, tým je sudca schopnejší vybavovať prichádzajúce prípady. Priemer v SR bol 0,9.	Sudca mal na konci roka 2013 246 nevybavených vecí, pričom priemer v SR je 238.	Sudca mal na konci roka 2013 176 reštančných vecí, pričom priemer v SR je 126. To tvorí 71,3 % z nevybavených vecí. Priemer v SR v tomto ukazovateli je 43,4.	Sudca dokázal v roku 2013 vybaviť, k počtu pridelených vecí, 93,7 % prípadov. Priemer v SR bol 99,6 %.	Celkovo získal sudca podľa našej metodológie 15,25 bodov zo 45 možných. Medzi 739 hodnotenými sudcami okresných súdov sa umiestnil na 621. mieste. Za kvalitu rozhodovania získal 7,75 bodov z 15 a za efektivitu 7,5 z možných 25.	N/A	N/A	N/A	N/A	N/A	N/A
JUDr. Katarína Rusňáková	0	0	roky 2011 - 2013	Okresný súd Bratislava V	Okresný súd Bratislava V	Okresný súd Bratislava V	2011 - Okresný súd Bratislava V; 2012 - Okresný súd Bratislava V; 2013 - Okresný súd Bratislava V	bola prideľovaná najmä Občianskoprávna agenda.	1195	0	0	0	rozhodoval najmä v Občianskoprávnej agende.	1078	0	0	0	581	20,56798623	Rozhodnutie sudcu bolo v prípade odvolaní potvrené v 57,8 % prípadoch, pričom priemer v SR v rovnakej agende je 63 %.	45	26	Odvolanie voči rozhodnutiam sudcu bolo podávané približne v 4,2 % prípadoch, pričom priemer v SR je 8,8 %.	Z celkového počtu rozhodnutí bolo zmenených alebo zrušených 1,8 %, pričom priemer v SR je 3,3 %.	Podiel medzi nevybavenými vecami na konci roka 2013 a rozhodnutými vecami bol 1,39. Čím je číslo nižšie, tým je sudca schopnejší vybavovať prichádzajúce prípady. Priemer v SR bol 0,9.	Sudca mal na konci roka 2013 423 nevybavených vecí, pričom priemer v SR je 238.	Sudca mal na konci roka 2013 144 reštančných vecí, pričom priemer v SR je 126. To tvorí 29,4 % z nevybavených vecí. Priemer v SR v tomto ukazovateli je 43,4.	Sudca dokázal v roku 2013 vybaviť, k počtu pridelených vecí, 65,1 % prípadov. Priemer v SR bol 99,6 %.	Celkovo získal sudca podľa našej metodológie 16,5 bodov zo 45 možných. Medzi 739 hodnotenými sudcami okresných súdov sa umiestnil na 584. mieste. Za kvalitu rozhodovania získal 8 bodov z 15 a za efektivitu 8,5 z možných 25.	N/A	N/A	N/A	N/A	N/A	N/A
JUDr. Katarína Stanislavská	1	0	roky 2011 - 2013	Okresný súd Trnava	Okresný súd Trnava	Okresný súd Trnava	2011 - Okresný súd Trnava; 2012 - Okresný súd Trnava; 2013 - Okresný súd Trnava	bola prideľovaná najmä Trestná agenda.	0	0	0	341	rozhodoval najmä v Trestnej agende.	0	0	0	400	638	5,423197492	Rozhodnutie sudcu bolo v prípade odvolaní potvrené v 52,4 % prípadoch, pričom priemer v SR v rovnakej agende je 52,2 %.	42	22	Odvolanie voči rozhodnutiam sudcu bolo podávané približne v 10,5 % prípadoch, pričom priemer v SR je 8,5 %.	Z celkového počtu rozhodnutí bolo zmenených alebo zrušených 5 %, pričom priemer v SR je 4,1 %.	Podiel medzi nevybavenými vecami na konci roka 2013 a rozhodnutými vecami bol 0,45. Čím je číslo nižšie, tým je sudca schopnejší vybavovať prichádzajúce prípady. Priemer v SR bol 0,9.	Sudca mal na konci roka 2013 64 nevybavených vecí, pričom priemer v SR je 238.	Sudca mal na konci roka 2013 41 reštančných vecí, pričom priemer v SR je 126. To tvorí 58,6 % z nevybavených vecí. Priemer v SR v tomto ukazovateli je 43,4.	Sudca dokázal v roku 2013 vybaviť, k počtu pridelených vecí, 106 % prípadov. Priemer v SR bol 99,6 %.	Celkovo získal sudca podľa našej metodológie 22,5 bodov zo 45 možných. Medzi 739 hodnotenými sudcami okresných súdov sa umiestnil na 287. mieste. Za kvalitu rozhodovania získal 6,75 bodov z 15 a za efektivitu 15,75 z možných 25.	N/A	N/A	Okresný súd Trnava - Z dôvodu zabezpečenia rovnomerného zaťaženia sudcov a rovnomerného nápadu agendy T, v ooddelení sudkyne od 1.11.2012 dočasne zastavený nápad agendy T, k 31.12.2012 zatiaľ nespustený.	N/A	Okresný súd Trnava - do 25.3.2013 zastavený nápad agendy T (okrem 0T) z dôvodu dorovnania nerovnomerného nápadu a vzhľadom na počet nevybavených a reštančných vecí v oddelení	N/A
JUDr. Katarína Šťastná	0	0	roky 2011 - 2013	Okresný súd Spišská Nová Ves	Okresný súd Spišská Nová Ves	Okresný súd Spišská Nová Ves	2011 - Okresný súd Spišská Nová Ves; 2012 - Okresný súd Spišská Nová Ves; 2013 - Okresný súd Spišská Nová Ves	bola prideľovaná najmä agenda Starostlivosti o maloletých.	185	0	1054	0	rozhodoval najmä vo veciach Starostlivosti o maloletých.	196	0	996	0	633	19,57345972	Rozhodnutie sudcu bolo v prípade odvolaní potvrené v 70,5 % prípadoch, pričom priemer v SR v rovnakej agende je 65,5 %.	44	31	Odvolanie voči rozhodnutiam sudcu bolo podávané približne v 3,7 % prípadoch, pričom priemer v SR je 7,2 %.	Z celkového počtu rozhodnutí bolo zmenených alebo zrušených 1,1 %, pričom priemer v SR je 2,5 %.	Podiel medzi nevybavenými vecami na konci roka 2013 a rozhodnutými vecami bol 0,56. Čím je číslo nižšie, tým je sudca schopnejší vybavovať prichádzajúce prípady. Priemer v SR bol 0,9.	Sudca mal na konci roka 2013 232 nevybavených vecí, pričom priemer v SR je 238.	Sudca mal na konci roka 2013 103 reštančných vecí, pričom priemer v SR je 126. To tvorí 40,6 % z nevybavených vecí. Priemer v SR v tomto ukazovateli je 43,4.	Sudca dokázal v roku 2013 vybaviť, k počtu pridelených vecí, 90,6 % prípadov. Priemer v SR bol 99,6 %.	Celkovo získal sudca podľa našej metodológie 23,75 bodov zo 45 možných. Medzi 739 hodnotenými sudcami okresných súdov sa umiestnil na 219. mieste. Za kvalitu rozhodovania získal 9,75 bodov z 15 a za efektivitu 14 z možných 25.	N/A	N/A	Okresný súd Spišská Nová Ves - Nápad za rok 2012 bol zvýšený	N/A	N/A	N/A
JUDr. Katarína Vachulíková	0	0	roky 2011 - 2013	Okresný súd Nové Zámky	Okresný súd Nové Zámky	Okresný súd Nové Zámky	2011 - Okresný súd Nové Zámky; 2012 - Okresný súd Nové Zámky; 2013 - Okresný súd Nové Zámky	bola prideľovaná najmä agenda Starostlivosti o maloletých.	0	0	1203	0	rozhodoval najmä vo veciach Starostlivosti o maloletých.	0	0	1044	0	651	18,47926267	Rozhodnutie sudcu bolo v prípade odvolaní potvrené v 46,8 % prípadoch, pričom priemer v SR v rovnakej agende je 65,5 %.	47	22	Odvolanie voči rozhodnutiam sudcu bolo podávané približne v 4,5 % prípadoch, pričom priemer v SR je 7,2 %.	Z celkového počtu rozhodnutí bolo zmenených alebo zrušených 2,4 %, pričom priemer v SR je 2,5 %.	Podiel medzi nevybavenými vecami na konci roka 2013 a rozhodnutými vecami bol 0,46. Čím je číslo nižšie, tým je sudca schopnejší vybavovať prichádzajúce prípady. Priemer v SR bol 0,9.	Sudca mal na konci roka 2013 183 nevybavených vecí, pričom priemer v SR je 238.	Sudca mal na konci roka 2013 14 reštančných vecí, pričom priemer v SR je 126. To tvorí 6,9 % z nevybavených vecí. Priemer v SR v tomto ukazovateli je 43,4.	Sudca dokázal v roku 2013 vybaviť, k počtu pridelených vecí, 91,3 % prípadov. Priemer v SR bol 99,6 %.	Celkovo získal sudca podľa našej metodológie 23,25 bodov zo 45 možných. Medzi 739 hodnotenými sudcami okresných súdov sa umiestnil na 241. mieste. Za kvalitu rozhodovania získal 5 bodov z 15 a za efektivitu 18,25 z možných 25.	N/A	N/A	N/A	N/A	N/A	N/A
