Meno	S1	S2	S3	S3_2011	S3_2012	S3_2013	S3a	S4	S4a	S4b	S4c	S4d	S5	S5a	S5b	S5c	S5d	S6	S7	S8	S8a	S8b	S9	S10	S11	S12	S13	S14	S15	S16a	S16b	S16c	S16d	S16e	S16f	S16g	S16h
Mgr. Júlia Stuhlmann – Podobová	0	0	2011 - 2013	Okresný súd Považská Bystrica	Okresný súd Považská Bystrica	Okresný súd Považská Bystrica	2011 - Okresný súd Považská Bystrica; 2012 - Okresný súd Považská Bystrica; 2013 - Okresný súd Považská Bystrica	bola prideľovaná najmä Občiansko-právna agenda	709	2	355	38	rozhodoval najmä v Občiansko-právnej agende	709	2	355	38	640	172	Rozhodnutie sudcu bolo v prípade odvolania potvrdené v 63,7 % prípadoch, pričom priemer v SR v rovnakej agende je 62,9 %.	102	65	Odvolanie proti rozhodnutiam sudcu je podávané v približne 9,2 % prípadoch. Priemer v SR je v rovnakej agende 8,9 %.	Z celkového počtu rozhodnutí sudcu je zmenených alebo zrušených 3,4 %, pričom priemer v SR v rovnakej agende je 3,3 %.	Odhadovaná priemerná dĺžka konania sporu je 243 dní. Priemer v SR bol na konci roka 346 dní.	Sudca mal na konci roka 2013 nevybavených 326 prípadov. Priemer v SR bol 238.	Sudca mal na konci roka 156 reštančných vecí, pričom priemer v SR je 126. To u sudcu tvorí 47,6 % z nevybavených vecí. Priemer v SR je 43,4.	Sudca dokázal v roku 2013 vybaviť, k počtu pridelených vecí, 113,5 % prípadov. Priemer v SR bol 99,6 %.	Sudca získal podľa našej metodológie celkovo 20,25 bodov. Spomedzi 739 hodnotených sudcov sa umiestnil na 416. - 430. mieste. Za kvalitu získal 7,5 z 15 možných bodov, za efektivitu 12,75 z 25.		2011 - 11.-12.10.2011 - Školenie sudcov z obvodu KS Trenčín, pozícia poslucháča,  2 dni;; 2012 - 25.9.2012 - školenie sudcov z obvodu Krajského súdu Trenčín, pozícia poslucháča,1 deň;; 2013 - 3.10.2013 - Celokrajské školenie sudcov, Inštitút vzdelávania MS SR Omšenie		2011 - 11.-12.10.2011 - Školenie sudcov z obvodu KS Trenčín, pozícia poslucháča,  2 dni;		2012 - 25.9.2012 - školenie sudcov z obvodu Krajského súdu Trenčín, pozícia poslucháča,1 deň;		2013 - 3.10.2013 - Celokrajské školenie sudcov, Inštitút vzdelávania MS SR Omšenie
Mgr. Juraj Lukáč	0	0	2013			Okresný súd Liptovský Mikuláš	2013 - Okresný súd Liptovský Mikuláš	bola prideľovaná najmä Občiansko-právna agenda	260	0	61	0	rozhodoval najmä v Občiansko-právnej agende	260	0	61	0	204	243	Rozhodnutie sudcu bolo v prípade odvolania potvrdené v 90 % prípadoch, pričom priemer v SR v rovnakej agende je 62,9 %.	10	9	Odvolanie proti rozhodnutiam sudcu je podávané v približne 3,1 % prípadoch. Priemer v SR je v rovnakej agende 8,9 %.	Z celkového počtu rozhodnutí sudcu je zmenených alebo zrušených 0,3 %, pričom priemer v SR v rovnakej agende je 3,3 %.	Odhadovaná priemerná dĺžka konania sporu je 254 dní. Priemer v SR bol na konci roka 346 dní.	Sudca mal na konci roka 2013 nevybavených 223 prípadov. Priemer v SR bol 238.	Sudca mal na konci roka 2 reštančných vecí, pričom priemer v SR je 126. To u sudcu tvorí 0,7 % z nevybavených vecí. Priemer v SR je 43,4.	Sudca dokázal v roku 2013 vybaviť, k počtu pridelených vecí, 64,7 % prípadov. Priemer v SR bol 99,6 %.	Sudca získal podľa našej metodológie celkovo 31 bodov. Spomedzi 739 hodnotených sudcov sa umiestnil na 24. - 27. mieste. Za kvalitu získal 14,75 z 15 možných bodov, za efektivitu 16,25 z 25.	2013 - sudca nastúpil do funkcie 12. 02. 2013	"2013 - 22.-2315.2013- JA Omšenie - Seminár
19.-21.11.2013- -/-               - prísl.súdu - Brusel 1,2"					2013 - sudca nastúpil do funkcie 12. 02. 2013	"2013 - 22.-2315.2013- JA Omšenie - Seminár
19.-21.11.2013- -/-               - prísl.súdu - Brusel 1,2"
Mgr. Kamil Petrovič	2	0	2011 - 2013	Okresný súd Košice II	Okresný súd Košice II	Okresný súd Košice II	2011 - Okresný súd Košice II; 2012 - Okresný súd Košice II; 2013 - Okresný súd Košice II	bola prideľovaná najmä Občiansko-právna agenda	648	4	0	0	rozhodoval najmä v Občiansko-právnej agende	648	4	0	0	624	123	Rozhodnutie sudcu bolo v prípade odvolania potvrdené v 66,7 % prípadoch, pričom priemer v SR v rovnakej agende je 62,9 %.	66	44	Odvolanie proti rozhodnutiam sudcu je podávané v približne 10,1 % prípadoch. Priemer v SR je v rovnakej agende 8,9 %.	Z celkového počtu rozhodnutí sudcu je zmenených alebo zrušených 3,4 %, pričom priemer v SR v rovnakej agende je 3,3 %.	Odhadovaná priemerná dĺžka konania sporu je 566 dní. Priemer v SR bol na konci roka 346 dní.	Sudca mal na konci roka 2013 nevybavených 375 prípadov. Priemer v SR bol 238.	Sudca mal na konci roka 194 reštančných vecí, pričom priemer v SR je 126. To u sudcu tvorí 47,9 % z nevybavených vecí. Priemer v SR je 43,4.	Sudca dokázal v roku 2013 vybaviť, k počtu pridelených vecí, 90,3 % prípadov. Priemer v SR bol 99,6 %.	Sudca získal podľa našej metodológie celkovo 15,25 bodov. Spomedzi 739 hodnotených sudcov sa umiestnil na 621. - 630. mieste. Za kvalitu získal 8,25 z 15 možných bodov, za efektivitu 7 z 25.								
Mgr. Katarína Arnouldová	1	0	2011 - 2013	Okresný súd Piešťany	Okresný súd Piešťany	Okresný súd Piešťany	2011 - Okresný súd Piešťany; 2012 - Okresný súd Piešťany; 2013 - Okresný súd Piešťany	bola prideľovaná najmä Občiansko-právna agenda	671	26	410	5	rozhodoval najmä v Občiansko-právnej agende	671	26	410	5	637	232	Rozhodnutie sudcu bolo v prípade odvolania potvrdené v 65,7 % prípadoch, pričom priemer v SR v rovnakej agende je 62,9 %.	99	65	Odvolanie proti rozhodnutiam sudcu je podávané v približne 8,9 % prípadoch. Priemer v SR je v rovnakej agende 8,9 %.	Z celkového počtu rozhodnutí sudcu je zmenených alebo zrušených 3,1 %, pričom priemer v SR v rovnakej agende je 3,3 %.	Odhadovaná priemerná dĺžka konania sporu je 677 dní. Priemer v SR bol na konci roka 346 dní.	Sudca mal na konci roka 2013 nevybavených 631 prípadov. Priemer v SR bol 238.	Sudca mal na konci roka 394 reštančných vecí, pričom priemer v SR je 126. To u sudcu tvorí 60,3 % z nevybavených vecí. Priemer v SR je 43,4.	Sudca dokázal v roku 2013 vybaviť, k počtu pridelených vecí, 92,6 % prípadov. Priemer v SR bol 99,6 %.	Sudca získal podľa našej metodológie celkovo 12,5 bodov. Spomedzi 739 hodnotených sudcov sa umiestnil na 679. - 681. mieste. Za kvalitu získal 8,75 z 15 možných bodov, za efektivitu 3,75 z 25.		"2011 - 22.3.2011 - ""Aplikačné problémy OSP, predbežné opatrenia, kontradiktórnosť civilného procesu""; 2012 - 5.12.2012 ""Striedavá osobná starostlivosť, psychologické aspekty"" - Justičná akadémia Pezinok; 2013 - 5. - 7.6.2013 - Inštitút Omšenie - porada sudcov  - 3 dni
30.10.2013 - Justičná akadémia Pezinok - ""Rozvod (výška výživného....)"" - 1 deň
"		"2011 - 22.3.2011 - ""Aplikačné problémy OSP, predbežné opatrenia, kontradiktórnosť civilného procesu"""		"2012 - 5.12.2012 ""Striedavá osobná starostlivosť, psychologické aspekty"" - Justičná akadémia Pezinok"		"2013 - 5. - 7.6.2013 - Inštitút Omšenie - porada sudcov  - 3 dni
30.10.2013 - Justičná akadémia Pezinok - ""Rozvod (výška výživného....)"" - 1 deň
"
Mgr. Katarína Janotová	2	0	2011 - 2013	Okresný súd Martin	Okresný súd Martin	Okresný súd Martin	2011 - Okresný súd Martin; 2012 - Okresný súd Martin; 2013 - Okresný súd Martin	bola prideľovaná najmä Obchodná agenda	0	806	12	3	rozhodoval najmä v Obchodnej agende	0	806	12	3	640	113	Rozhodnutie sudcu bolo v prípade odvolania potvrdené v 75,5 % prípadoch, pričom priemer v SR v rovnakej agende je 63,7 %.	49	37	Odvolanie proti rozhodnutiam sudcu je podávané v približne 6 % prípadoch. Priemer v SR je v rovnakej agende 9,7 %.	Z celkového počtu rozhodnutí sudcu je zmenených alebo zrušených 1,5 %, pričom priemer v SR v rovnakej agende je 3,4 %.	Odhadovaná priemerná dĺžka konania sporu je 172 dní. Priemer v SR bol na konci roka 346 dní.	Sudca mal na konci roka 2013 nevybavených 124 prípadov. Priemer v SR bol 238.	Sudca mal na konci roka 52 reštančných vecí, pričom priemer v SR je 126. To u sudcu tvorí 32,7 % z nevybavených vecí. Priemer v SR je 43,4.	Sudca dokázal v roku 2013 vybaviť, k počtu pridelených vecí, 106,9 % prípadov. Priemer v SR bol 99,6 %.	Sudca získal podľa našej metodológie celkovo 29 bodov. Spomedzi 739 hodnotených sudcov sa umiestnil na 46. - 51. mieste. Za kvalitu získal 11,5 z 15 možných bodov, za efektivitu 17,5 z 25.	2013 - 0	"2011 - 3 školenia; 2012 - 05.06.2012 - Efektívne využitie PC, internetu a práv. vyhľadávačov, 24.10.2012 - Pracovné stretnutie civilných sudcov; 2013 - 14.3.2013  Určovacie žaloby,  21.3.-22.3.2013 - Kúpna zmluva a zmluva o dielo v obchodných záväzkových vzťahoch tuzemských a medzinárodných, 17.-18.10.2013 Spoločné rokovanie obchodnoprávneho kolégia, 12.11.2013 Konferencia ""Ingerencia súdov""



12.11.2013 - Ingerencia súdov do súkromnoprávnych zmlúv. Zásahy súdov do kontraktačného procesu (konferencia APVV-0518-11).


"		2011 - 3 školenia		2012 - 05.06.2012 - Efektívne využitie PC, internetu a práv. vyhľadávačov, 24.10.2012 - Pracovné stretnutie civilných sudcov	2013 - 0	"2013 - 14.3.2013  Určovacie žaloby,  21.3.-22.3.2013 - Kúpna zmluva a zmluva o dielo v obchodných záväzkových vzťahoch tuzemských a medzinárodných, 17.-18.10.2013 Spoločné rokovanie obchodnoprávneho kolégia, 12.11.2013 Konferencia ""Ingerencia súdov""



12.11.2013 - Ingerencia súdov do súkromnoprávnych zmlúv. Zásahy súdov do kontraktačného procesu (konferencia APVV-0518-11).


"
Mgr. Katarína Juračková	0	0	2011	Okresný súd Prievidza			2011 - Okresný súd Prievidza	bola prideľovaná najmä agenda Starostlivosti o maloletých	0	0	545	0	rozhodoval najmä v agende Starostlivosti o maloletých	0	0	545	0	178	344	Rozhodnutie sudcu bolo v prípade odvolania potvrdené v 68,5 % prípadoch, pričom priemer v SR v rovnakej agende je 65,5 %.	54	37	Odvolanie proti rozhodnutiam sudcu je podávané v približne 9,9 % prípadoch. Priemer v SR je v rovnakej agende 7,2 %.	Z celkového počtu rozhodnutí sudcu je zmenených alebo zrušených 3,1 %, pričom priemer v SR v rovnakej agende je 2,5 %.	Pre sudcu evidujeme menej ako 20 rozhodnutí, preto jeho efektivitu nehodnotíme.	N/A	N/A	N/A	Dáta o kvalite a efektivite sudcu nepovažujeme za dostatočné, preto sudcu bodovo nehodnotíme.								
Mgr. Katarína Katková	0	0	2011 - 2013	Okresný súd Lučenec	Okresný súd Lučenec	Okresný súd Lučenec	2011 - Okresný súd Lučenec; 2012 - Okresný súd Lučenec; 2013 - Okresný súd Lučenec	bola prideľovaná najmä Občiansko-právna agenda	390	0	263	0	rozhodoval najmä v Občiansko-právnej agende	390	0	263	0	625	134	Rozhodnutie sudcu bolo v prípade odvolania potvrdené v 65,4 % prípadoch, pričom priemer v SR v rovnakej agende je 62,9 %.	26	17	Odvolanie proti rozhodnutiam sudcu je podávané v približne 4 % prípadoch. Priemer v SR je v rovnakej agende 8,9 %.	Z celkového počtu rozhodnutí sudcu je zmenených alebo zrušených 1,4 %, pričom priemer v SR v rovnakej agende je 3,3 %.	Odhadovaná priemerná dĺžka konania sporu je 454 dní. Priemer v SR bol na konci roka 346 dní.	Sudca mal na konci roka 2013 nevybavených 183 prípadov. Priemer v SR bol 238.	Sudca mal na konci roka 115 reštančných vecí, pričom priemer v SR je 126. To u sudcu tvorí 62,2 % z nevybavených vecí. Priemer v SR je 43,4.	Sudca dokázal v roku 2013 vybaviť, k počtu pridelených vecí, 74,6 % prípadov. Priemer v SR bol 99,6 %.	Sudca získal podľa našej metodológie celkovo 18,75 bodov. Spomedzi 739 hodnotených sudcov sa umiestnil na 490. - 500. mieste. Za kvalitu získal 9,75 z 15 možných bodov, za efektivitu 9 z 25.	2011 - ---; 2012 - ---; 2013 - ---	"2011 - 20 dní; 2012 - 11 dní; 2013 - 14.03.2013 - Určovacie žaloby; 21.02.2013-22.02.2013 - Uznávanie rozhodnutí cudzích štátov na území SR; 13.06.2013-14.06.2013 - Zbezpečovanie záväzkov, záložné právo a zabezp.prevod.práva; 20.06.2013-21.06.2013 - Ochrana osobnosti; 19.04.2013 - Občianskoprávne gréium; 25.04.2013-26.04.2013 - Pracovné stretnutie sudcov KSBB; 09.10.2013 - Konanie o rozvode; 16.09.2013-17.09.2013 - Profesionálna etika sudcu;19.11.2013 - Efektívne využitie počítača.
Spolu: 14 dní"	2011 - ---	2011 - 20 dní	2012 - ---	2012 - 11 dní	2013 - ---	"2013 - 14.03.2013 - Určovacie žaloby; 21.02.2013-22.02.2013 - Uznávanie rozhodnutí cudzích štátov na území SR; 13.06.2013-14.06.2013 - Zbezpečovanie záväzkov, záložné právo a zabezp.prevod.práva; 20.06.2013-21.06.2013 - Ochrana osobnosti; 19.04.2013 - Občianskoprávne gréium; 25.04.2013-26.04.2013 - Pracovné stretnutie sudcov KSBB; 09.10.2013 - Konanie o rozvode; 16.09.2013-17.09.2013 - Profesionálna etika sudcu;19.11.2013 - Efektívne využitie počítača.
Spolu: 14 dní"
Mgr. Katarína Šimková	0	0	2012 - 2013		Okresný súd Trenčín	Okresný súd Trenčín	2012 - Okresný súd Trenčín; 2013 - Okresný súd Trenčín	bola prideľovaná najmä agenda Starostlivosti o maloletých	19	0	630	0	rozhodoval najmä v agende Starostlivosti o maloletých	19	0	630	0	349	234	Rozhodnutie sudcu bolo v prípade odvolania potvrdené v 86,7 % prípadoch, pričom priemer v SR v rovnakej agende je 65,5 %.	30	26	Odvolanie proti rozhodnutiam sudcu je podávané v približne 4,6 % prípadoch. Priemer v SR je v rovnakej agende 7,2 %.	Z celkového počtu rozhodnutí sudcu je zmenených alebo zrušených 0,6 %, pričom priemer v SR v rovnakej agende je 2,5 %.	Odhadovaná priemerná dĺžka konania sporu je 177 dní. Priemer v SR bol na konci roka 346 dní.	Sudca mal na konci roka 2013 nevybavených 188 prípadov. Priemer v SR bol 238.	Sudca mal na konci roka 74 reštančných vecí, pričom priemer v SR je 126. To u sudcu tvorí 31,5 % z nevybavených vecí. Priemer v SR je 43,4.	Sudca dokázal v roku 2013 vybaviť, k počtu pridelených vecí, 117,6 % prípadov. Priemer v SR bol 99,6 %.	Sudca získal podľa našej metodológie celkovo 30,5 bodov. Spomedzi 739 hodnotených sudcov sa umiestnil na 30. - 32. mieste. Za kvalitu získal 13,25 z 15 možných bodov, za efektivitu 17,25 z 25.		"2012 - 25.-26.09.2012 Školenie sudcov z obvodu KS v Trenčíne z občiansko-právneho, obchodného a správeho úseku, 18.-19.10.2012 Medzinárodné právo rodinné, 25.-26.10.2012 Pracovné stretnutie sudcov vybavujúcich agendu P, 21.11.2012 Technika pojednávania, konanie na súde, kontradiktórnosť civilného procesu , 05.12.2012 Striedavá osobná starostlivosť, psychologické aspekty ; 2013 - 04.-05.4.2013  - 7. pracovné stretnutie sudcov vybavujúcich agendu ""P"", 11.04.2013 Určovacie žaloby, 24.04.2013 Ochrana spotrebiteľa s osobitným akcentom na rozhodcovské konanie, 13.-14.05.2013 Spotrebiteľské úvery, neprijateľné zmluvné podmienky, 13.-14.06.2013 Zabezpečovanie záväzkov, záložné právo, zabezpečovacie prevody práva, 20.-21.06.2013 Ochrana osobnosti, tlačový zákon a judikatúra ESĽP,
03.-04.10.2013 Školenie sudcov z obvodu KS v Trenčíne z občiansko-právneho, obchodného a správneho úseku, 24.-25.10.2013 - 8. pracovné stretnutie sudcov vybavujúcich agendu P, 02.-03.12.2013 Aktuálna rozhodovacia činnosť špecializovaných rodinných senátov"				2012 - 25.-26.09.2012 Školenie sudcov z obvodu KS v Trenčíne z občiansko-právneho, obchodného a správeho úseku, 18.-19.10.2012 Medzinárodné právo rodinné, 25.-26.10.2012 Pracovné stretnutie sudcov vybavujúcich agendu P, 21.11.2012 Technika pojednávania, konanie na súde, kontradiktórnosť civilného procesu , 05.12.2012 Striedavá osobná starostlivosť, psychologické aspekty 		"2013 - 04.-05.4.2013  - 7. pracovné stretnutie sudcov vybavujúcich agendu ""P"", 11.04.2013 Určovacie žaloby, 24.04.2013 Ochrana spotrebiteľa s osobitným akcentom na rozhodcovské konanie, 13.-14.05.2013 Spotrebiteľské úvery, neprijateľné zmluvné podmienky, 13.-14.06.2013 Zabezpečovanie záväzkov, záložné právo, zabezpečovacie prevody práva, 20.-21.06.2013 Ochrana osobnosti, tlačový zákon a judikatúra ESĽP,
03.-04.10.2013 Školenie sudcov z obvodu KS v Trenčíne z občiansko-právneho, obchodného a správneho úseku, 24.-25.10.2013 - 8. pracovné stretnutie sudcov vybavujúcich agendu P, 02.-03.12.2013 Aktuálna rozhodovacia činnosť špecializovaných rodinných senátov"
Mgr. Katarína Škrovanová	0	0	2011 - 2013	Okresný súd Senica	Okresný súd Senica	Okresný súd Senica	2011 - Okresný súd Senica; 2012 - Okresný súd Senica; 2013 - Okresný súd Senica	bola prideľovaná najmä Občiansko-právna agenda	572	0	298	0	rozhodoval najmä v Občiansko-právnej agende	572	0	298	0	539	132	Rozhodnutie sudcu bolo v prípade odvolania potvrdené v 57,1 % prípadoch, pričom priemer v SR v rovnakej agende je 62,9 %.	21	12	Odvolanie proti rozhodnutiam sudcu je podávané v približne 2,4 % prípadoch. Priemer v SR je v rovnakej agende 8,9 %.	Z celkového počtu rozhodnutí sudcu je zmenených alebo zrušených 1 %, pričom priemer v SR v rovnakej agende je 3,3 %.	Odhadovaná priemerná dĺžka konania sporu je 0 dní. Priemer v SR bol na konci roka 346 dní.	Sudca mal na konci roka 2013 nevybavených 0 prípadov. Priemer v SR bol 238.	Dáta o reštančných prípadoch považujeme za málo reprezentatívne a preto ich neprezentujeme.	Dáta o výkonnosti sudcu považujeme za málo reprezentatívne a preto ich neprezentujeme.	Dáta o kvalite a efektivite sudcu nepovažujeme za dostatočné, preto sudcu bodovo nehodnotíme.		2011 - Seminár - vyporiadanie podielového a bezpodielového vlastníctva (1 deň).; 2012 - 23.5.-25.5.2013 - 3 dni Omšenie (celokrajská porada sudcov)		2011 - Seminár - vyporiadanie podielového a bezpodielového vlastníctva (1 deň).		2012 - 23.5.-25.5.2013 - 3 dni Omšenie (celokrajská porada sudcov)		
Mgr. Katarína Škultétyová	3	3	2011 - 2013	Okresný súd Bratislava I	Okresný súd Bratislava I	Okresný súd Bratislava I	2011 - Okresný súd Bratislava I; 2012 - Okresný súd Bratislava I; 2013 - Okresný súd Bratislava I	bola prideľovaná najmä Občiansko-právna agenda	563	3	204	0	rozhodoval najmä v Občiansko-právnej agende	563	3	204	0	631	91	Rozhodnutie sudcu bolo v prípade odvolania potvrdené v 76,9 % prípadoch, pričom priemer v SR v rovnakej agende je 62,9 %.	65	50	Odvolanie proti rozhodnutiam sudcu je podávané v približne 8,4 % prípadoch. Priemer v SR je v rovnakej agende 8,9 %.	Z celkového počtu rozhodnutí sudcu je zmenených alebo zrušených 1,9 %, pričom priemer v SR v rovnakej agende je 3,3 %.	Odhadovaná priemerná dĺžka konania sporu je 357 dní. Priemer v SR bol na konci roka 346 dní.	Sudca mal na konci roka 2013 nevybavených 278 prípadov. Priemer v SR bol 238.	Sudca mal na konci roka 176 reštančných vecí, pričom priemer v SR je 126. To u sudcu tvorí 51,5 % z nevybavených vecí. Priemer v SR je 43,4.	Sudca dokázal v roku 2013 vybaviť, k počtu pridelených vecí, 111,4 % prípadov. Priemer v SR bol 99,6 %.	Sudca získal podľa našej metodológie celkovo 22,75 bodov. Spomedzi 739 hodnotených sudcov sa umiestnil na 269. - 285. mieste. Za kvalitu získal 11,5 z 15 možných bodov, za efektivitu 11,25 z 25.		2012 - Seminár - 5 dní; 2013 - Seminár - 4 dni				2012 - Seminár - 5 dní		2013 - Seminár - 4 dni
Mgr. Kornélia Harcsová	0	0	2011 - 2013	Okresný súd Nové Zámky	Okresný súd Nové Zámky	Okresný súd Nové Zámky	2011 - Okresný súd Nové Zámky; 2012 - Okresný súd Nové Zámky; 2013 - Okresný súd Nové Zámky	bola prideľovaná najmä Občiansko-právna agenda	1036	0	11	0	rozhodoval najmä v Občiansko-právnej agende	1036	0	11	0	588	205	Rozhodnutie sudcu bolo v prípade odvolania potvrdené v 52,6 % prípadoch, pričom priemer v SR v rovnakej agende je 62,9 %.	57	30	Odvolanie proti rozhodnutiam sudcu je podávané v približne 5,4 % prípadoch. Priemer v SR je v rovnakej agende 8,9 %.	Z celkového počtu rozhodnutí sudcu je zmenených alebo zrušených 2,6 %, pričom priemer v SR v rovnakej agende je 3,3 %.	Odhadovaná priemerná dĺžka konania sporu je 370 dní. Priemer v SR bol na konci roka 346 dní.	Sudca mal na konci roka 2013 nevybavených 324 prípadov. Priemer v SR bol 238.	Sudca mal na konci roka 250 reštančných vecí, pričom priemer v SR je 126. To u sudcu tvorí 64,1 % z nevybavených vecí. Priemer v SR je 43,4.	Sudca dokázal v roku 2013 vybaviť, k počtu pridelených vecí, 100,6 % prípadov. Priemer v SR bol 99,6 %.	Sudca získal podľa našej metodológie celkovo 14,75 bodov. Spomedzi 739 hodnotených sudcov sa umiestnil na 636. - 644. mieste. Za kvalitu získal 6,75 z 15 možných bodov, za efektivitu 8 z 25.		"2012 - 29. 3. - 30. 3. 2012 Spoločné stretnutie sudcov v rámci obvodu KS Nitra - Omšenie; 2013 - 28.-29.11.2013 - Trenčianske Teplice - školenie- ochrana spotrebiteľa.
15.11.2013 - Nitra- školenie sudcov občiansko-právneho úseku k aktuálnym otázkam rozhodovacej praxe."				2012 - 29. 3. - 30. 3. 2012 Spoločné stretnutie sudcov v rámci obvodu KS Nitra - Omšenie		"2013 - 28.-29.11.2013 - Trenčianske Teplice - školenie- ochrana spotrebiteľa.
15.11.2013 - Nitra- školenie sudcov občiansko-právneho úseku k aktuálnym otázkam rozhodovacej praxe."
